'Electorate','ID1','ID2','Number',,, value
'North Sydney','TNL','UAPP',15,'North SydneyTNL',922,0.0162689804772234
'North Sydney','TNL','GRN',185,'North SydneyTNL',922,0.200650759219089
'North Sydney','TNL','LDP',53,'North SydneyTNL',922,0.0574837310195228
'North Sydney','TNL','LP',144,'North SydneyTNL',922,0.156182212581345
'North Sydney','TNL','IND',304,'North SydneyTNL',922,0.329718004338395
'North Sydney','TNL','ON',11,'North SydneyTNL',922,0.0119305856832972
'North Sydney','TNL','ALP',139,'North SydneyTNL',922,0.150759219088937
'North Sydney','ON','SPP',86,'North SydneyON',1248,0.0689102564102564
'North Sydney','ON','UAPP',542,'North SydneyON',1248,0.434294871794872
'North Sydney','ON','GRN',34,'North SydneyON',1248,0.0272435897435897
'North Sydney','ON','LDP',221,'North SydneyON',1248,0.177083333333333
'North Sydney','ON','LP',209,'North SydneyON',1248,0.167467948717949
'North Sydney','ON','IND',100,'North SydneyON',1248,0.0801282051282051
'North Sydney','ON','ALP',56,'North SydneyON',1248,0.0448717948717949
'North Sydney','SPP','UAPP',359,'North SydneySPP',1380,0.260144927536232
'North Sydney','SPP','GRN',387,'North SydneySPP',1380,0.280434782608696
'North Sydney','SPP','LDP',83,'North SydneySPP',1380,0.0601449275362319
'North Sydney','SPP','LP',123,'North SydneySPP',1380,0.0891304347826087
'North Sydney','SPP','IND',275,'North SydneySPP',1380,0.199275362318841
'North Sydney','SPP','ALP',153,'North SydneySPP',1380,0.110869565217391
'North Sydney','LDP','UAPP',579,'North SydneyLDP',1561,0.370916079436259
'North Sydney','LDP','GRN',75,'North SydneyLDP',1561,0.0480461242793081
'North Sydney','LDP','LP',640,'North SydneyLDP',1561,0.409993593850096
'North Sydney','LDP','IND',160,'North SydneyLDP',1561,0.102498398462524
'North Sydney','LDP','ALP',107,'North SydneyLDP',1561,0.0685458039718129
'North Sydney','UAPP','GRN',544,'North SydneyUAPP',3295,0.165098634294385
'North Sydney','UAPP','LP',1210,'North SydneyUAPP',3295,0.367223065250379
'North Sydney','UAPP','IND',1159,'North SydneyUAPP',3295,0.351745068285281
'North Sydney','UAPP','ALP',382,'North SydneyUAPP',3295,0.115933232169954
'North Sydney','GRN','LP',1256,'North SydneyGRN',9576,0.131161236424394
'North Sydney','GRN','IND',4428,'North SydneyGRN',9576,0.462406015037594
'North Sydney','GRN','ALP',3892,'North SydneyGRN',9576,0.406432748538012
'North Sydney','ALP','LP',5147,'North SydneyALP',25587,0.201156837456521
'North Sydney','ALP','IND',20440,'North SydneyALP',25587,0.798843162543479
'Page','TNL','LDP',14,'PageTNL',243,0.0576131687242798
'Page','TNL','ON',11,'PageTNL',243,0.0452674897119342
'Page','TNL','GRN',25,'PageTNL',243,0.102880658436214
'Page','TNL','CYA',8,'PageTNL',243,0.0329218106995885
'Page','TNL','ALP',17,'PageTNL',243,0.0699588477366255
'Page','TNL','IAP',17,'PageTNL',243,0.0699588477366255
'Page','TNL','UAPP',12,'PageTNL',243,0.0493827160493827
'Page','TNL','NP',27,'PageTNL',243,0.111111111111111
'Page','TNL','IND',112,'PageTNL',243,0.460905349794239
'Page','CYA','LDP',295,'PageCYA',824,0.358009708737864
'Page','CYA','ON',148,'PageCYA',824,0.179611650485437
'Page','CYA','GRN',59,'PageCYA',824,0.0716019417475728
'Page','CYA','ALP',44,'PageCYA',824,0.0533980582524272
'Page','CYA','IAP',70,'PageCYA',824,0.0849514563106796
'Page','CYA','UAPP',52,'PageCYA',824,0.0631067961165049
'Page','CYA','NP',59,'PageCYA',824,0.0716019417475728
'Page','CYA','IND',97,'PageCYA',824,0.117718446601942
'Page','IAP','LDP',91,'PageIAP',1820,0.05
'Page','IAP','ON',160,'PageIAP',1820,0.0879120879120879
'Page','IAP','GRN',395,'PageIAP',1820,0.217032967032967
'Page','IAP','ALP',285,'PageIAP',1820,0.156593406593407
'Page','IAP','UAPP',129,'PageIAP',1820,0.0708791208791209
'Page','IAP','NP',268,'PageIAP',1820,0.147252747252747
'Page','IAP','IND',492,'PageIAP',1820,0.27032967032967
'Page','UAPP','LDP',528,'PageUAPP',2624,0.201219512195122
'Page','UAPP','ON',1008,'PageUAPP',2624,0.384146341463415
'Page','UAPP','GRN',118,'PageUAPP',2624,0.044969512195122
'Page','UAPP','ALP',165,'PageUAPP',2624,0.0628810975609756
'Page','UAPP','NP',468,'PageUAPP',2624,0.178353658536585
'Page','UAPP','IND',337,'PageUAPP',2624,0.12842987804878
'Page','LDP','ON',2163,'PageLDP',4824,0.448383084577114
'Page','LDP','GRN',306,'PageLDP',4824,0.0634328358208955
'Page','LDP','ALP',325,'PageLDP',4824,0.0673714759535655
'Page','LDP','NP',1560,'PageLDP',4824,0.323383084577114
'Page','LDP','IND',470,'PageLDP',4824,0.0974295190713101
'Page','ON','GRN',1025,'PageON',9111,0.112501371967951
'Page','ON','ALP',1141,'PageON',9111,0.125233234551641
'Page','ON','NP',3626,'PageON',9111,0.39798046317638
'Page','ON','IND',3319,'PageON',9111,0.364284930304028
'Page','GRN','ALP',4636,'PageGRN',10791,0.429617273653971
'Page','GRN','NP',1070,'PageGRN',10791,0.0991567046612918
'Page','GRN','IND',5085,'PageGRN',10791,0.471226021684737
'Page','IND','ALP',14913,'PageIND',23646,0.630677493022076
'Page','IND','NP',8733,'PageIND',23646,0.369322506977924
'Parkes','IMO','IAP',167,'ParkesIMO',1512,0.110449735449735
'Parkes','IMO','LDP',360,'ParkesIMO',1512,0.238095238095238
'Parkes','IMO','ON',217,'ParkesIMO',1512,0.143518518518519
'Parkes','IMO','NP',118,'ParkesIMO',1512,0.078042328042328
'Parkes','IMO','UAPP',148,'ParkesIMO',1512,0.0978835978835979
'Parkes','IMO','IND',159,'ParkesIMO',1512,0.10515873015873
'Parkes','IMO','ALP',144,'ParkesIMO',1512,0.0952380952380952
'Parkes','IMO','GRN',199,'ParkesIMO',1512,0.131613756613757
'Parkes','IND','IAP',350,'ParkesIND',2350,0.148936170212766
'Parkes','IND','LDP',198,'ParkesIND',2350,0.0842553191489362
'Parkes','IND','ON',313,'ParkesIND',2350,0.133191489361702
'Parkes','IND','NP',445,'ParkesIND',2350,0.18936170212766
'Parkes','IND','UAPP',239,'ParkesIND',2350,0.101702127659574
'Parkes','IND','ALP',518,'ParkesIND',2350,0.220425531914894
'Parkes','IND','GRN',287,'ParkesIND',2350,0.122127659574468
'Parkes','UAPP','IAP',322,'ParkesUAPP',2759,0.116708952519029
'Parkes','UAPP','LDP',400,'ParkesUAPP',2759,0.144980065241029
'Parkes','UAPP','ON',1129,'ParkesUAPP',2759,0.409206234142805
'Parkes','UAPP','NP',505,'ParkesUAPP',2759,0.1830373323668
'Parkes','UAPP','ALP',260,'ParkesUAPP',2759,0.0942370424066691
'Parkes','UAPP','GRN',143,'ParkesUAPP',2759,0.051830373323668
'Parkes','GRN','IAP',1401,'ParkesGRN',4843,0.289283501961594
'Parkes','GRN','LDP',221,'ParkesGRN',4843,0.0456328721866612
'Parkes','GRN','ON',302,'ParkesGRN',4843,0.0623580425356184
'Parkes','GRN','NP',649,'ParkesGRN',4843,0.134007846376213
'Parkes','GRN','ALP',2270,'ParkesGRN',4843,0.468717736939913
'Parkes','IAP','LDP',1613,'ParkesIAP',6706,0.240530867879511
'Parkes','IAP','ON',1339,'ParkesIAP',6706,0.199671935580078
'Parkes','IAP','NP',1334,'ParkesIAP',6706,0.198926334625708
'Parkes','IAP','ALP',2420,'ParkesIAP',6706,0.360870861914703
'Parkes','LDP','ON',3877,'ParkesLDP',8515,0.455314151497358
'Parkes','LDP','NP',3428,'ParkesLDP',8515,0.402583675866119
'Parkes','LDP','ALP',1210,'ParkesLDP',8515,0.142102172636524
'Parkes','ON','NP',10023,'ParkesON',13839,0.724257533058747
'Parkes','ON','ALP',3816,'ParkesON',13839,0.275742466941253
'Parramatta','LDP','AJP',51,'ParramattaLDP',1310,0.0389312977099237
'Parramatta','LDP','LP',491,'ParramattaLDP',1310,0.374809160305344
'Parramatta','LDP','ON',160,'ParramattaLDP',1310,0.122137404580153
'Parramatta','LDP','UAPP',289,'ParramattaLDP',1310,0.220610687022901
'Parramatta','LDP','GRN',77,'ParramattaLDP',1310,0.0587786259541985
'Parramatta','LDP','ALP',145,'ParramattaLDP',1310,0.110687022900763
'Parramatta','LDP','IND',97,'ParramattaLDP',1310,0.0740458015267176
'Parramatta','ON','AJP',209,'ParramattaON',2171,0.0962690004606172
'Parramatta','ON','LP',427,'ParramattaON',2171,0.196683555964993
'Parramatta','ON','UAPP',990,'ParramattaON',2171,0.45601105481345
'Parramatta','ON','GRN',103,'ParramattaON',2171,0.0474435743896822
'Parramatta','ON','ALP',160,'ParramattaON',2171,0.0736987563334869
'Parramatta','ON','IND',282,'ParramattaON',2171,0.129894058037771
'Parramatta','AJP','LP',992,'ParramattaAJP',2657,0.373353406097102
'Parramatta','AJP','UAPP',314,'ParramattaAJP',2657,0.118178396687994
'Parramatta','AJP','GRN',603,'ParramattaAJP',2657,0.226947685359428
'Parramatta','AJP','ALP',405,'ParramattaAJP',2657,0.152427549868272
'Parramatta','AJP','IND',343,'ParramattaAJP',2657,0.129092961987204
'Parramatta','IND','LP',1127,'ParramattaIND',3704,0.3042656587473
'Parramatta','IND','UAPP',827,'ParramattaIND',3704,0.223272138228942
'Parramatta','IND','GRN',756,'ParramattaIND',3704,0.204103671706264
'Parramatta','IND','ALP',994,'ParramattaIND',3704,0.268358531317495
'Parramatta','UAPP','LP',3514,'ParramattaUAPP',6689,0.525340110629392
'Parramatta','UAPP','GRN',1651,'ParramattaUAPP',6689,0.246823142472716
'Parramatta','UAPP','ALP',1524,'ParramattaUAPP',6689,0.227836746897892
'Parramatta','GRN','LP',2242,'ParramattaGRN',10736,0.208830104321908
'Parramatta','GRN','ALP',8494,'ParramattaGRN',10736,0.791169895678092
'Paterson','LDP','ON',285,'PatersonLDP',1621,0.175817396668723
'Paterson','LDP','LP',484,'PatersonLDP',1621,0.298581122763726
'Paterson','LDP','ALP',195,'PatersonLDP',1621,0.120296113510179
'Paterson','LDP','IMO',125,'PatersonLDP',1621,0.0771128932757557
'Paterson','LDP','GRN',152,'PatersonLDP',1621,0.0937692782233189
'Paterson','LDP','UAPP',380,'PatersonLDP',1621,0.234423195558297
'Paterson','IMO','ON',580,'PatersonIMO',2008,0.288844621513944
'Paterson','IMO','LP',176,'PatersonIMO',2008,0.0876494023904383
'Paterson','IMO','ALP',315,'PatersonIMO',2008,0.156872509960159
'Paterson','IMO','GRN',341,'PatersonIMO',2008,0.169820717131474
'Paterson','IMO','UAPP',596,'PatersonIMO',2008,0.296812749003984
'Paterson','UAPP','ON',3552,'PatersonUAPP',5450,0.651743119266055
'Paterson','UAPP','LP',590,'PatersonUAPP',5450,0.108256880733945
'Paterson','UAPP','ALP',555,'PatersonUAPP',5450,0.101834862385321
'Paterson','UAPP','GRN',753,'PatersonUAPP',5450,0.138165137614679
'Paterson','GRN','ON',1316,'PatersonGRN',9923,0.132621183109947
'Paterson','GRN','LP',1144,'PatersonGRN',9923,0.115287715408647
'Paterson','GRN','ALP',7463,'PatersonGRN',9923,0.752091101481407
'Paterson','ON','LP',9102,'PatersonON',15096,0.602941176470588
'Paterson','ON','ALP',5994,'PatersonON',15096,0.397058823529412
'Reid','SOPA','ALP',362,'ReidSOPA',1553,0.233097231165486
'Reid','SOPA','ON',73,'ReidSOPA',1553,0.047005795235029
'Reid','SOPA','IND',229,'ReidSOPA',1553,0.147456535737283
'Reid','SOPA','LDP',43,'ReidSOPA',1553,0.0276883451384417
'Reid','SOPA','LP',79,'ReidSOPA',1553,0.0508692852543464
'Reid','SOPA','UAPP',49,'ReidSOPA',1553,0.0315518351577592
'Reid','SOPA','GRN',718,'ReidSOPA',1553,0.462330972311655
'Reid','LDP','ALP',236,'ReidLDP',1867,0.126405998928763
'Reid','LDP','ON',215,'ReidLDP',1867,0.115158007498661
'Reid','LDP','IND',185,'ReidLDP',1867,0.0990894483128013
'Reid','LDP','LP',779,'ReidLDP',1867,0.417246920192823
'Reid','LDP','UAPP',371,'ReidLDP',1867,0.198714515265131
'Reid','LDP','GRN',81,'ReidLDP',1867,0.0433851098018211
'Reid','ON','ALP',215,'ReidON',2285,0.0940919037199125
'Reid','ON','IND',458,'ReidON',2285,0.200437636761488
'Reid','ON','LP',377,'ReidON',2285,0.164989059080963
'Reid','ON','UAPP',1159,'ReidON',2285,0.507221006564551
'Reid','ON','GRN',76,'ReidON',2285,0.0332603938730853
'Reid','IND','ALP',1055,'ReidIND',3866,0.272891877909985
'Reid','IND','LP',1068,'ReidIND',3866,0.276254526642525
'Reid','IND','UAPP',980,'ReidIND',3866,0.253491981376099
'Reid','IND','GRN',763,'ReidIND',3866,0.197361614071392
'Reid','UAPP','ALP',1487,'ReidUAPP',5089,0.292198860286893
'Reid','UAPP','LP',2386,'ReidUAPP',5089,0.468854391825506
'Reid','UAPP','GRN',1216,'ReidUAPP',5089,0.238946747887601
'Reid','GRN','ALP',9953,'ReidGRN',12038,0.826798471506895
'Reid','GRN','LP',2085,'ReidGRN',12038,0.173201528493105
'Richmond','IND','IND',903,'RichmondIND',10718,0.0842507930584064
'Richmond','IND','IMO',101,'RichmondIND',10718,0.00942339988803881
'Richmond','IND','IND',94,'RichmondIND',10718,0.00877029296510543
'Richmond','IND','LDP',38,'RichmondIND',10718,0.00354543758163837
'Richmond','IND','ALP',30,'RichmondIND',10718,0.0027990296697145
'Richmond','IND','NP',31,'RichmondIND',10718,0.00289233065870498
'Richmond','IND','ON',23,'RichmondIND',10718,0.00214592274678112
'Richmond','IND','GRN',30,'RichmondIND',10718,0.0027990296697145
'Richmond','IND','UAPP',24,'RichmondIND',10718,0.0022392237357716
'Richmond','IMO','IND',416,'RichmondIMO',2372,0.175379426644182
'Richmond','IMO','IND',991,'RichmondIMO',2372,0.41779089376054
'Richmond','IMO','LDP',217,'RichmondIMO',2372,0.0914839797639123
'Richmond','IMO','ALP',75,'RichmondIMO',2372,0.0316188870151771
'Richmond','IMO','NP',41,'RichmondIMO',2372,0.0172849915682968
'Richmond','IMO','ON',263,'RichmondIMO',2372,0.110876897133221
'Richmond','IMO','GRN',193,'RichmondIMO',2372,0.0813659359190557
'Richmond','IMO','UAPP',176,'RichmondIMO',2372,0.0741989881956155
'Richmond','UAPP','IND',225,'RichmondUAPP',3122,0.0720691864189622
'Richmond','UAPP','IND',157,'RichmondUAPP',3122,0.0502882767456759
'Richmond','UAPP','LDP',523,'RichmondUAPP',3122,0.167520819987188
'Richmond','UAPP','ALP',178,'RichmondUAPP',3122,0.057014734144779
'Richmond','UAPP','NP',257,'RichmondUAPP',3122,0.0823190262652146
'Richmond','UAPP','ON',1451,'RichmondUAPP',3122,0.464766175528507
'Richmond','UAPP','GRN',331,'RichmondUAPP',3122,0.106021780909673
'Richmond','IND','IND',2343,'RichmondIND',10718,0.218604217204702
'Richmond','IND','LDP',210,'RichmondIND',10718,0.0195932076880015
'Richmond','IND','ALP',294,'RichmondIND',10718,0.0274304907632021
'Richmond','IND','NP',219,'RichmondIND',10718,0.0204329165889158
'Richmond','IND','ON',126,'RichmondIND',10718,0.0117559246128009
'Richmond','IND','GRN',326,'RichmondIND',10718,0.0304161224108976
'Richmond','IND','LDP',2465,'RichmondIND',10718,0.229986937861541
'Richmond','IND','ALP',568,'RichmondIND',10718,0.0529949617465945
'Richmond','IND','NP',479,'RichmondIND',10718,0.0446911737264415
'Richmond','IND','ON',1148,'RichmondIND',10718,0.107109535361075
'Richmond','IND','GRN',1266,'RichmondIND',10718,0.118119052061952
'Richmond','ON','LDP',2965,'RichmondON',7084,0.418548842461886
'Richmond','ON','ALP',824,'RichmondON',7084,0.116318464144551
'Richmond','ON','NP',2052,'RichmondON',7084,0.289666854884246
'Richmond','ON','GRN',1243,'RichmondON',7084,0.175465838509317
'Richmond','LDP','ALP',2677,'RichmondLDP',14099,0.189871622100858
'Richmond','LDP','NP',9175,'RichmondLDP',14099,0.65075537272147
'Richmond','LDP','GRN',2247,'RichmondLDP',14099,0.159373005177672
'Richmond','GRN','ALP',24725,'RichmondGRN',30852,0.801406715934137
'Richmond','GRN','NP',6127,'RichmondGRN',30852,0.198593284065863
'Riverina','UAPP','ON',985,'RiverinaUAPP',2585,0.381044487427466
'Riverina','UAPP','ALP',269,'RiverinaUAPP',2585,0.104061895551257
'Riverina','UAPP','ASP',361,'RiverinaUAPP',2585,0.139651837524178
'Riverina','UAPP','NP',383,'RiverinaUAPP',2585,0.14816247582205
'Riverina','UAPP','IND',179,'RiverinaUAPP',2585,0.0692456479690522
'Riverina','UAPP','LDP',320,'RiverinaUAPP',2585,0.123791102514507
'Riverina','UAPP','GRN',88,'RiverinaUAPP',2585,0.0340425531914894
'Riverina','IND','ON',534,'RiverinaIND',2880,0.185416666666667
'Riverina','IND','ALP',457,'RiverinaIND',2880,0.158680555555556
'Riverina','IND','ASP',507,'RiverinaIND',2880,0.176041666666667
'Riverina','IND','NP',481,'RiverinaIND',2880,0.167013888888889
'Riverina','IND','LDP',401,'RiverinaIND',2880,0.139236111111111
'Riverina','IND','GRN',500,'RiverinaIND',2880,0.173611111111111
'Riverina','GRN','ON',426,'RiverinaGRN',6937,0.0614098313391956
'Riverina','GRN','ALP',4304,'RiverinaGRN',6937,0.620441112873
'Riverina','GRN','ASP',673,'RiverinaGRN',6937,0.0970160011532363
'Riverina','GRN','NP',847,'RiverinaGRN',6937,0.122098890010091
'Riverina','GRN','LDP',687,'RiverinaGRN',6937,0.0990341646244774
'Riverina','ASP','ON',2607,'RiverinaASP',7821,0.333333333333333
'Riverina','ASP','ALP',1643,'RiverinaASP',7821,0.210075437923539
'Riverina','ASP','NP',2463,'RiverinaASP',7821,0.314921365554277
'Riverina','ASP','LDP',1108,'RiverinaASP',7821,0.141669863188851
'Riverina','LDP','ON',3119,'RiverinaLDP',9079,0.343540037449058
'Riverina','LDP','ALP',1596,'RiverinaLDP',9079,0.175790285273709
'Riverina','LDP','NP',4364,'RiverinaLDP',9079,0.480669677277233
'Riverina','ON','ALP',6223,'RiverinaON',15713,0.396041494304079
'Riverina','ON','NP',9490,'RiverinaON',15713,0.603958505695921
'Robertson','CYA','AJP',12,'RobertsonCYA',25,0.48
'Robertson','CYA','ALP',13,'RobertsonCYA',25,0.52
'Robertson','CYA','CEC',20,,0,'#DIV/0!'
'Robertson','CYA','LP',13,,0,'#DIV/0!'
'Robertson','CYA','UAPP',16,,0,'#DIV/0!'
'Robertson','CYA','LDP',14,,0,'#DIV/0!'
'Robertson','CYA','IAP',12,,0,'#DIV/0!'
'Robertson','CYA','ON',53,,0,'#DIV/0!'
'Robertson','CYA','IMO',38,,0,'#DIV/0!'
'Robertson','CYA','GRN',29,,0,'#DIV/0!'
'Robertson','CEC','AJP',47,,0,'#DIV/0!'
'Robertson','CEC','ALP',42,,0,'#DIV/0!'
'Robertson','CEC','LP',44,,0,'#DIV/0!'
'Robertson','CEC','UAPP',32,,0,'#DIV/0!'
'Robertson','CEC','LDP',25,,0,'#DIV/0!'
'Robertson','CEC','IAP',33,,0,'#DIV/0!'
'Robertson','CEC','ON',27,,0,'#DIV/0!'
'Robertson','CEC','IMO',20,,0,'#DIV/0!'
'Robertson','CEC','GRN',22,,0,'#DIV/0!'
'Robertson','LDP','AJP',26,,0,'#DIV/0!'
'Robertson','LDP','ALP',59,,0,'#DIV/0!'
'Robertson','LDP','LP',254,,0,'#DIV/0!'
'Robertson','LDP','UAPP',153,,0,'#DIV/0!'
'Robertson','LDP','IAP',38,,0,'#DIV/0!'
'Robertson','LDP','ON',158,,0,'#DIV/0!'
'Robertson','LDP','IMO',52,,0,'#DIV/0!'
'Robertson','LDP','GRN',35,,0,'#DIV/0!'
'Robertson','IAP','AJP',226,,0,'#DIV/0!'
'Robertson','IAP','ALP',237,,0,'#DIV/0!'
'Robertson','IAP','LP',111,,0,'#DIV/0!'
'Robertson','IAP','UAPP',68,,0,'#DIV/0!'
'Robertson','IAP','ON',106,,0,'#DIV/0!'
'Robertson','IAP','IMO',131,,0,'#DIV/0!'
'Robertson','IAP','GRN',331,,0,'#DIV/0!'
'Robertson','IMO','AJP',201,,0,'#DIV/0!'
'Robertson','IMO','ALP',95,,0,'#DIV/0!'
'Robertson','IMO','LP',74,,0,'#DIV/0!'
'Robertson','IMO','UAPP',414,,0,'#DIV/0!'
'Robertson','IMO','ON',399,,0,'#DIV/0!'
'Robertson','IMO','GRN',172,,0,'#DIV/0!'
'Robertson','AJP','ALP',828,,0,'#DIV/0!'
'Robertson','AJP','LP',294,,0,'#DIV/0!'
'Robertson','AJP','UAPP',303,,0,'#DIV/0!'
'Robertson','AJP','ON',274,,0,'#DIV/0!'
'Robertson','AJP','GRN',762,,0,'#DIV/0!'
'Robertson','UAPP','ALP',322,,0,'#DIV/0!'
'Robertson','UAPP','LP',909,,0,'#DIV/0!'
'Robertson','UAPP','ON',2165,,0,'#DIV/0!'
'Robertson','UAPP','GRN',382,,0,'#DIV/0!'
'Robertson','ON','ALP',1676,,0,'#DIV/0!'
'Robertson','ON','LP',3170,,0,'#DIV/0!'
'Robertson','ON','GRN',2015,,0,'#DIV/0!'
'Robertson','GRN','ALP',10774,,0,'#DIV/0!'
'Robertson','GRN','LP',2616,,0,'#DIV/0!'
'Shortland','IND','AJP',496,,0,'#DIV/0!'
'Shortland','IND','LDP',324,,0,'#DIV/0!'
'Shortland','IND','LP',325,,0,'#DIV/0!'
'Shortland','IND','ALP',501,,0,'#DIV/0!'
'Shortland','IND','UAPP',187,,0,'#DIV/0!'
'Shortland','IND','GRN',410,,0,'#DIV/0!'
'Shortland','IND','ON',311,,0,'#DIV/0!'
'Shortland','LDP','AJP',270,,0,'#DIV/0!'
'Shortland','LDP','LP',1444,,0,'#DIV/0!'
'Shortland','LDP','ALP',313,,0,'#DIV/0!'
'Shortland','LDP','UAPP',696,,0,'#DIV/0!'
'Shortland','LDP','GRN',143,,0,'#DIV/0!'
'Shortland','LDP','ON',442,,0,'#DIV/0!'
'Shortland','AJP','LP',1032,,0,'#DIV/0!'
'Shortland','AJP','ALP',783,,0,'#DIV/0!'
'Shortland','AJP','UAPP',403,,0,'#DIV/0!'
'Shortland','AJP','GRN',1054,,0,'#DIV/0!'
'Shortland','AJP','ON',473,,0,'#DIV/0!'
'Shortland','UAPP','LP',742,,0,'#DIV/0!'
'Shortland','UAPP','ALP',478,,0,'#DIV/0!'
'Shortland','UAPP','GRN',526,,0,'#DIV/0!'
'Shortland','UAPP','ON',2665,,0,'#DIV/0!'
'Shortland','ON','LP',5281,,0,'#DIV/0!'
'Shortland','ON','ALP',2222,,0,'#DIV/0!'
'Shortland','ON','GRN',2785,,0,'#DIV/0!'
'Shortland','GRN','LP',3275,,0,'#DIV/0!'
'Shortland','GRN','ALP',11553,,0,'#DIV/0!'
'Sydney','CEC','SAL',106,,0,'#DIV/0!'
'Sydney','CEC','ALP',269,,0,'#DIV/0!'
'Sydney','CEC','ON',74,,0,'#DIV/0!'
'Sydney','CEC','GRN',275,,0,'#DIV/0!'
'Sydney','CEC','UAPP',130,,0,'#DIV/0!'
'Sydney','CEC','LP',148,,0,'#DIV/0!'
'Sydney','SAL','ALP',522,,0,'#DIV/0!'
'Sydney','SAL','ON',138,,0,'#DIV/0!'
'Sydney','SAL','GRN',831,,0,'#DIV/0!'
'Sydney','SAL','UAPP',75,,0,'#DIV/0!'
'Sydney','SAL','LP',58,,0,'#DIV/0!'
'Sydney','ON','ALP',242,,0,'#DIV/0!'
'Sydney','ON','GRN',222,,0,'#DIV/0!'
'Sydney','ON','UAPP',1309,,0,'#DIV/0!'
'Sydney','ON','LP',328,,0,'#DIV/0!'
'Sydney','UAPP','ALP',658,,0,'#DIV/0!'
'Sydney','UAPP','GRN',1029,,0,'#DIV/0!'
'Sydney','UAPP','LP',2125,,0,'#DIV/0!'
'Sydney','LP','ALP',14669,,0,'#DIV/0!'
'Sydney','LP','GRN',8266,,0,'#DIV/0!'
'Warringah','AJP','ON',104,,0,'#DIV/0!'
'Warringah','AJP','IND',412,,0,'#DIV/0!'
'Warringah','AJP','UAPP',100,,0,'#DIV/0!'
'Warringah','AJP','GRN',452,,0,'#DIV/0!'
'Warringah','AJP','LP',191,,0,'#DIV/0!'
'Warringah','AJP','ALP',216,,0,'#DIV/0!'
'Warringah','ON','IND',356,,0,'#DIV/0!'
'Warringah','ON','UAPP',1261,,0,'#DIV/0!'
'Warringah','ON','GRN',97,,0,'#DIV/0!'
'Warringah','ON','LP',285,,0,'#DIV/0!'
'Warringah','ON','ALP',85,,0,'#DIV/0!'
'Warringah','UAPP','IND',997,,0,'#DIV/0!'
'Warringah','UAPP','GRN',436,,0,'#DIV/0!'
'Warringah','UAPP','LP',1866,,0,'#DIV/0!'
'Warringah','UAPP','ALP',264,,0,'#DIV/0!'
'Warringah','GRN','IND',4770,,0,'#DIV/0!'
'Warringah','GRN','LP',771,,0,'#DIV/0!'
'Warringah','GRN','ALP',2354,,0,'#DIV/0!'
'Warringah','ALP','IND',8525,,0,'#DIV/0!'
'Warringah','ALP','LP',2200,,0,'#DIV/0!'
'Watson','ON','LP',702,,0,'#DIV/0!'
'Watson','ON','UAPP',2539,,0,'#DIV/0!'
'Watson','ON','ALP',544,,0,'#DIV/0!'
'Watson','ON','GRN',393,,0,'#DIV/0!'
'Watson','GRN','LP',935,,0,'#DIV/0!'
'Watson','GRN','UAPP',850,,0,'#DIV/0!'
'Watson','GRN','ALP',6808,,0,'#DIV/0!'
'Watson','UAPP','LP',5521,,0,'#DIV/0!'
'Watson','UAPP','ALP',3994,,0,'#DIV/0!'
'Wentworth','ON','ALP',56,,0,'#DIV/0!'
'Wentworth','ON','GRN',56,,0,'#DIV/0!'
'Wentworth','ON','UAPP',475,,0,'#DIV/0!'
'Wentworth','ON','IND',76,,0,'#DIV/0!'
'Wentworth','ON','LDP',126,,0,'#DIV/0!'
'Wentworth','ON','LP',106,,0,'#DIV/0!'
'Wentworth','LDP','ALP',56,,0,'#DIV/0!'
'Wentworth','LDP','GRN',44,,0,'#DIV/0!'
'Wentworth','LDP','UAPP',650,,0,'#DIV/0!'
'Wentworth','LDP','IND',126,,0,'#DIV/0!'
'Wentworth','LDP','LP',596,,0,'#DIV/0!'
'Wentworth','UAPP','ALP',311,,0,'#DIV/0!'
'Wentworth','UAPP','GRN',269,,0,'#DIV/0!'
'Wentworth','UAPP','IND',932,,0,'#DIV/0!'
'Wentworth','UAPP','LP',1426,,0,'#DIV/0!'
'Wentworth','GRN','ALP',2835,,0,'#DIV/0!'
'Wentworth','GRN','IND',4442,,0,'#DIV/0!'
'Wentworth','GRN','LP',502,,0,'#DIV/0!'
'Wentworth','ALP','IND',10800,,0,'#DIV/0!'
'Wentworth','ALP','LP',2112,,0,'#DIV/0!'
'Werriwa','ON','LDP',890,,0,'#DIV/0!'
'Werriwa','ON','UAPP',2011,,0,'#DIV/0!'
'Werriwa','ON','ALP',662,,0,'#DIV/0!'
'Werriwa','ON','GRN',529,,0,'#DIV/0!'
'Werriwa','ON','LP',1004,,0,'#DIV/0!'
'Werriwa','GRN','LDP',673,,0,'#DIV/0!'
'Werriwa','GRN','UAPP',1088,,0,'#DIV/0!'
'Werriwa','GRN','ALP',4521,,0,'#DIV/0!'
'Werriwa','GRN','LP',1019,,0,'#DIV/0!'
'Werriwa','LDP','UAPP',4566,,0,'#DIV/0!'
'Werriwa','LDP','ALP',2215,,0,'#DIV/0!'
'Werriwa','LDP','LP',3760,,0,'#DIV/0!'
'Werriwa','UAPP','ALP',8667,,0,'#DIV/0!'
'Werriwa','UAPP','LP',7811,,0,'#DIV/0!'
'Whitlam','LDP','ALP',731,,0,'#DIV/0!'
'Whitlam','LDP','ON',746,,0,'#DIV/0!'
