,,,,,,,,,,
StateAb,DivisionNm,CountNumber,BallotPosition,CandidateID,Surname,GivenNm,PartyAb,PartyNm,CalculationType,CalculationValue
NSW,Chifley,1,2,37041,RASKOV,Zvetanka,UAPP,United Australia Party,Preference Percent,5.61
NSW,Chifley,1,2,37041,RASKOV,Zvetanka,UAPP,United Australia Party,Transfer Count,307
NSW,Chifley,1,2,37041,RASKOV,Zvetanka,UAPP,United Australia Party,Transfer Percent,16.69
NSW,Chifley,1,3,24190,KHAN,Ammar,IND,Independent,Preference Count,0
NSW,Chifley,1,3,24190,KHAN,Ammar,IND,Independent,Preference Percent,0
NSW,Chifley,1,3,24190,KHAN,Ammar,IND,Independent,Transfer Count,-1839
NSW,Chifley,1,3,24190,KHAN,Ammar,IND,Independent,Transfer Percent,-100
NSW,Chifley,1,4,36667,ROUGHLEY,Ben,LDP,Liberal Democrats,Preference Count,3450
NSW,Chifley,1,4,36667,ROUGHLEY,Ben,LDP,Liberal Democrats,Preference Percent,3.55
NSW,Chifley,1,4,36667,ROUGHLEY,Ben,LDP,Liberal Democrats,Transfer Count,187
NSW,Chifley,1,4,36667,ROUGHLEY,Ben,LDP,Liberal Democrats,Transfer Percent,10.17
NSW,Chifley,1,5,36329,SELVENTHIRAN,Sujan,GRN,The Greens,Preference Count,5932
NSW,Chifley,1,5,36329,SELVENTHIRAN,Sujan,GRN,The Greens,Preference Percent,6.1
NSW,Chifley,1,5,36329,SELVENTHIRAN,Sujan,GRN,The Greens,Transfer Count,310
NSW,Chifley,1,5,36329,SELVENTHIRAN,Sujan,GRN,The Greens,Transfer Percent,16.86
NSW,Chifley,1,6,37045,SINGH,Jugandeep,LP,Liberal,Preference Count,24340
NSW,Chifley,1,6,37045,SINGH,Jugandeep,LP,Liberal,Preference Percent,25.04
NSW,Chifley,1,6,37045,SINGH,Jugandeep,LP,Liberal,Transfer Count,294
NSW,Chifley,1,6,37045,SINGH,Jugandeep,LP,Liberal,Transfer Percent,15.99
NSW,Chifley,1,7,36788,HUSIC,Ed,ALP,Labor,Preference Count,51696
NSW,Chifley,1,7,36788,HUSIC,Ed,ALP,Labor,Preference Percent,53.19
NSW,Chifley,1,7,36788,HUSIC,Ed,ALP,Labor,Transfer Count,460
NSW,Chifley,1,7,36788,HUSIC,Ed,ALP,Labor,Transfer Percent,25.01
NSW,Chifley,2,1,37555,BATISH,Amit,ON,Pauline Hanson's One Nation,Preference Count,6793
NSW,Chifley,2,1,37555,BATISH,Amit,ON,Pauline Hanson's One Nation,Preference Percent,6.99
NSW,Chifley,2,1,37555,BATISH,Amit,ON,Pauline Hanson's One Nation,Transfer Count,478
NSW,Chifley,2,1,37555,BATISH,Amit,ON,Pauline Hanson's One Nation,Transfer Percent,13.86
NSW,Chifley,2,2,37041,RASKOV,Zvetanka,UAPP,United Australia Party,Preference Count,5865
NSW,Chifley,2,2,37041,RASKOV,Zvetanka,UAPP,United Australia Party,Preference Percent,6.03
NSW,Chifley,2,2,37041,RASKOV,Zvetanka,UAPP,United Australia Party,Transfer Count,409
NSW,Chifley,2,2,37041,RASKOV,Zvetanka,UAPP,United Australia Party,Transfer Percent,11.86
NSW,Chifley,2,3,24190,KHAN,Ammar,IND,Independent,Preference Count,0
NSW,Chifley,2,3,24190,KHAN,Ammar,IND,Independent,Preference Percent,0
NSW,Chifley,2,3,24190,KHAN,Ammar,IND,Independent,Transfer Count,0
NSW,Chifley,2,3,24190,KHAN,Ammar,IND,Independent,Transfer Percent,0
NSW,Chifley,2,4,36667,ROUGHLEY,Ben,LDP,Liberal Democrats,Preference Count,0
NSW,Chifley,2,4,36667,ROUGHLEY,Ben,LDP,Liberal Democrats,Preference Percent,0
NSW,Chifley,2,4,36667,ROUGHLEY,Ben,LDP,Liberal Democrats,Transfer Count,-3450
NSW,Chifley,2,4,36667,ROUGHLEY,Ben,LDP,Liberal Democrats,Transfer Percent,-100
NSW,Chifley,2,5,36329,SELVENTHIRAN,Sujan,GRN,The Greens,Preference Count,6332
NSW,Chifley,2,5,36329,SELVENTHIRAN,Sujan,GRN,The Greens,Preference Percent,6.52
NSW,Chifley,2,5,36329,SELVENTHIRAN,Sujan,GRN,The Greens,Transfer Count,400
NSW,Chifley,2,5,36329,SELVENTHIRAN,Sujan,GRN,The Greens,Transfer Percent,11.59
NSW,Chifley,2,6,37045,SINGH,Jugandeep,LP,Liberal,Preference Count,25841
NSW,Chifley,2,6,37045,SINGH,Jugandeep,LP,Liberal,Preference Percent,26.59
NSW,Chifley,2,6,37045,SINGH,Jugandeep,LP,Liberal,Transfer Count,1501
NSW,Chifley,2,6,37045,SINGH,Jugandeep,LP,Liberal,Transfer Percent,43.51
NSW,Chifley,2,7,36788,HUSIC,Ed,ALP,Labor,Preference Count,52358
NSW,Chifley,2,7,36788,HUSIC,Ed,ALP,Labor,Preference Percent,53.87
NSW,Chifley,2,7,36788,HUSIC,Ed,ALP,Labor,Transfer Count,662
NSW,Chifley,2,7,36788,HUSIC,Ed,ALP,Labor,Transfer Percent,19.19
NSW,Chifley,3,1,37555,BATISH,Amit,ON,Pauline Hanson's One Nation,Preference Count,10207
NSW,Chifley,3,1,37555,BATISH,Amit,ON,Pauline Hanson's One Nation,Preference Percent,10.5
NSW,Chifley,3,1,37555,BATISH,Amit,ON,Pauline Hanson's One Nation,Transfer Count,3414
NSW,Chifley,3,1,37555,BATISH,Amit,ON,Pauline Hanson's One Nation,Transfer Percent,58.21
NSW,Chifley,3,2,37041,RASKOV,Zvetanka,UAPP,United Australia Party,Preference Count,0
NSW,Chifley,3,2,37041,RASKOV,Zvetanka,UAPP,United Australia Party,Preference Percent,0
NSW,Chifley,3,2,37041,RASKOV,Zvetanka,UAPP,United Australia Party,Transfer Count,-5865
NSW,Chifley,3,2,37041,RASKOV,Zvetanka,UAPP,United Australia Party,Transfer Percent,-100
NSW,Chifley,3,3,24190,KHAN,Ammar,IND,Independent,Preference Count,0
NSW,Chifley,3,3,24190,KHAN,Ammar,IND,Independent,Preference Percent,0
NSW,Chifley,3,3,24190,KHAN,Ammar,IND,Independent,Transfer Count,0
NSW,Chifley,3,3,24190,KHAN,Ammar,IND,Independent,Transfer Percent,0
NSW,Chifley,3,4,36667,ROUGHLEY,Ben,LDP,Liberal Democrats,Preference Count,0
NSW,Chifley,3,4,36667,ROUGHLEY,Ben,LDP,Liberal Democrats,Preference Percent,0
NSW,Chifley,3,4,36667,ROUGHLEY,Ben,LDP,Liberal Democrats,Transfer Count,0
NSW,Chifley,3,4,36667,ROUGHLEY,Ben,LDP,Liberal Democrats,Transfer Percent,0
NSW,Chifley,3,5,36329,SELVENTHIRAN,Sujan,GRN,The Greens,Preference Count,7050
NSW,Chifley,3,5,36329,SELVENTHIRAN,Sujan,GRN,The Greens,Preference Percent,7.25
NSW,Chifley,3,5,36329,SELVENTHIRAN,Sujan,GRN,The Greens,Transfer Count,718
NSW,Chifley,3,5,36329,SELVENTHIRAN,Sujan,GRN,The Greens,Transfer Percent,12.24
NSW,Chifley,3,6,37045,SINGH,Jugandeep,LP,Liberal,Preference Count,26601
NSW,Chifley,3,6,37045,SINGH,Jugandeep,LP,Liberal,Preference Percent,27.37
NSW,Chifley,3,6,37045,SINGH,Jugandeep,LP,Liberal,Transfer Count,760
NSW,Chifley,3,6,37045,SINGH,Jugandeep,LP,Liberal,Transfer Percent,12.96
NSW,Chifley,3,7,36788,HUSIC,Ed,ALP,Labor,Preference Count,53331
NSW,Chifley,3,7,36788,HUSIC,Ed,ALP,Labor,Preference Percent,54.87
NSW,Chifley,3,7,36788,HUSIC,Ed,ALP,Labor,Transfer Count,973
NSW,Chifley,3,7,36788,HUSIC,Ed,ALP,Labor,Transfer Percent,16.59
NSW,Chifley,4,1,37555,BATISH,Amit,ON,Pauline Hanson's One Nation,Preference Count,11179
NSW,Chifley,4,1,37555,BATISH,Amit,ON,Pauline Hanson's One Nation,Preference Percent,11.5
NSW,Chifley,4,1,37555,BATISH,Amit,ON,Pauline Hanson's One Nation,Transfer Count,972
NSW,Chifley,4,1,37555,BATISH,Amit,ON,Pauline Hanson's One Nation,Transfer Percent,13.79
NSW,Chifley,4,2,37041,RASKOV,Zvetanka,UAPP,United Australia Party,Preference Count,0
NSW,Chifley,4,2,37041,RASKOV,Zvetanka,UAPP,United Australia Party,Preference Percent,0
NSW,Chifley,4,2,37041,RASKOV,Zvetanka,UAPP,United Australia Party,Transfer Count,0
NSW,Chifley,4,2,37041,RASKOV,Zvetanka,UAPP,United Australia Party,Transfer Percent,0
NSW,Chifley,4,3,24190,KHAN,Ammar,IND,Independent,Preference Count,0
NSW,Chifley,4,3,24190,KHAN,Ammar,IND,Independent,Preference Percent,0
NSW,Chifley,4,3,24190,KHAN,Ammar,IND,Independent,Transfer Count,0
NSW,Chifley,4,3,24190,KHAN,Ammar,IND,Independent,Transfer Percent,0
NSW,Chifley,4,4,36667,ROUGHLEY,Ben,LDP,Liberal Democrats,Preference Count,0
NSW,Chifley,4,4,36667,ROUGHLEY,Ben,LDP,Liberal Democrats,Preference Percent,0
NSW,Chifley,4,4,36667,ROUGHLEY,Ben,LDP,Liberal Democrats,Transfer Count,0
NSW,Chifley,4,4,36667,ROUGHLEY,Ben,LDP,Liberal Democrats,Transfer Percent,0
NSW,Chifley,4,5,36329,SELVENTHIRAN,Sujan,GRN,The Greens,Preference Count,0
NSW,Chifley,4,5,36329,SELVENTHIRAN,Sujan,GRN,The Greens,Preference Percent,0
NSW,Chifley,4,5,36329,SELVENTHIRAN,Sujan,GRN,The Greens,Transfer Count,-7050
NSW,Chifley,4,5,36329,SELVENTHIRAN,Sujan,GRN,The Greens,Transfer Percent,-100
NSW,Chifley,4,6,37045,SINGH,Jugandeep,LP,Liberal,Preference Count,28152
NSW,Chifley,4,6,37045,SINGH,Jugandeep,LP,Liberal,Preference Percent,28.97
NSW,Chifley,4,6,37045,SINGH,Jugandeep,LP,Liberal,Transfer Count,1551
NSW,Chifley,4,6,37045,SINGH,Jugandeep,LP,Liberal,Transfer Percent,22
NSW,Chifley,4,7,36788,HUSIC,Ed,ALP,Labor,Preference Count,57858
NSW,Chifley,4,7,36788,HUSIC,Ed,ALP,Labor,Preference Percent,59.53
NSW,Chifley,4,7,36788,HUSIC,Ed,ALP,Labor,Transfer Count,4527
NSW,Chifley,4,7,36788,HUSIC,Ed,ALP,Labor,Transfer Percent,64.21
NSW,Chifley,5,1,37555,BATISH,Amit,ON,Pauline Hanson's One Nation,Preference Count,0
NSW,Chifley,5,1,37555,BATISH,Amit,ON,Pauline Hanson's One Nation,Preference Percent,0
NSW,Chifley,5,1,37555,BATISH,Amit,ON,Pauline Hanson's One Nation,Transfer Count,-11179
NSW,Chifley,5,1,37555,BATISH,Amit,ON,Pauline Hanson's One Nation,Transfer Percent,-100
NSW,Chifley,5,2,37041,RASKOV,Zvetanka,UAPP,United Australia Party,Preference Count,0
NSW,Chifley,5,2,37041,RASKOV,Zvetanka,UAPP,United Australia Party,Preference Percent,0
NSW,Chifley,5,2,37041,RASKOV,Zvetanka,UAPP,United Australia Party,Transfer Count,0
NSW,Chifley,5,2,37041,RASKOV,Zvetanka,UAPP,United Australia Party,Transfer Percent,0
NSW,Chifley,5,3,24190,KHAN,Ammar,IND,Independent,Preference Count,0
NSW,Chifley,5,3,24190,KHAN,Ammar,IND,Independent,Preference Percent,0
NSW,Chifley,5,3,24190,KHAN,Ammar,IND,Independent,Transfer Count,0
NSW,Chifley,5,3,24190,KHAN,Ammar,IND,Independent,Transfer Percent,0
NSW,Chifley,5,4,36667,ROUGHLEY,Ben,LDP,Liberal Democrats,Preference Count,0
NSW,Chifley,5,4,36667,ROUGHLEY,Ben,LDP,Liberal Democrats,Preference Percent,0
NSW,Chifley,5,4,36667,ROUGHLEY,Ben,LDP,Liberal Democrats,Transfer Count,0
NSW,Chifley,5,4,36667,ROUGHLEY,Ben,LDP,Liberal Democrats,Transfer Percent,0
NSW,Chifley,5,5,36329,SELVENTHIRAN,Sujan,GRN,The Greens,Preference Count,0
NSW,Chifley,5,5,36329,SELVENTHIRAN,Sujan,GRN,The Greens,Preference Percent,0
NSW,Chifley,5,5,36329,SELVENTHIRAN,Sujan,GRN,The Greens,Transfer Count,0
NSW,Chifley,5,5,36329,SELVENTHIRAN,Sujan,GRN,The Greens,Transfer Percent,0
NSW,Chifley,5,6,37045,SINGH,Jugandeep,LP,Liberal,Preference Count,35507
NSW,Chifley,5,6,37045,SINGH,Jugandeep,LP,Liberal,Preference Percent,36.53
NSW,Chifley,5,6,37045,SINGH,Jugandeep,LP,Liberal,Transfer Count,7355
NSW,Chifley,5,6,37045,SINGH,Jugandeep,LP,Liberal,Transfer Percent,65.79
NSW,Chifley,5,7,36788,HUSIC,Ed,ALP,Labor,Preference Count,61682
NSW,Chifley,5,7,36788,HUSIC,Ed,ALP,Labor,Preference Percent,63.47
NSW,Chifley,5,7,36788,HUSIC,Ed,ALP,Labor,Transfer Count,3824
NSW,Chifley,5,7,36788,HUSIC,Ed,ALP,Labor,Transfer Percent,34.21
NSW,Cook,0,1,37731,CAMERON,Gaye,ON,Pauline Hanson's One Nation,Preference Count,4985
NSW,Cook,0,1,37731,CAMERON,Gaye,ON,Pauline Hanson's One Nation,Preference Percent,5.1
NSW,Cook,0,1,37731,CAMERON,Gaye,ON,Pauline Hanson's One Nation,Transfer Count,0
NSW,Cook,0,1,37731,CAMERON,Gaye,ON,Pauline Hanson's One Nation,Transfer Percent,0
NSW,Cook,0,2,36301,DYSON,Catherine,GRN,The Greens,Preference Count,9685
NSW,Cook,0,2,36301,DYSON,Catherine,GRN,The Greens,Preference Percent,9.9
NSW,Cook,0,2,36301,DYSON,Catherine,GRN,The Greens,Transfer Count,0
NSW,Cook,0,2,36301,DYSON,Catherine,GRN,The Greens,Transfer Percent,0
NSW,Cook,0,3,37025,MORRISON,Scott,LP,Liberal,Preference Count,54322
NSW,Cook,0,3,37025,MORRISON,Scott,LP,Liberal,Preference Percent,55.53
NSW,Cook,0,3,37025,MORRISON,Scott,LP,Liberal,Transfer Count,0
NSW,Cook,0,3,37025,MORRISON,Scott,LP,Liberal,Transfer Percent,0
NSW,Cook,0,4,36694,GUINANE,Jacqueline,UAPP,United Australia Party,Preference Count,4381
NSW,Cook,0,4,36694,GUINANE,Jacqueline,UAPP,United Australia Party,Preference Percent,4.48
NSW,Cook,0,4,36694,GUINANE,Jacqueline,UAPP,United Australia Party,Transfer Count,0
NSW,Cook,0,4,36694,GUINANE,Jacqueline,UAPP,United Australia Party,Transfer Percent,0
NSW,Cook,0,5,36784,EARLE,Simon,ALP,Labor,Preference Count,24444
NSW,Cook,0,5,36784,EARLE,Simon,ALP,Labor,Preference Percent,24.99
NSW,Cook,0,5,36784,EARLE,Simon,ALP,Labor,Transfer Count,0
NSW,Cook,0,5,36784,EARLE,Simon,ALP,Labor,Transfer Percent,0
NSW,Cook,1,1,37731,CAMERON,Gaye,ON,Pauline Hanson's One Nation,Preference Count,7752
NSW,Cook,1,1,37731,CAMERON,Gaye,ON,Pauline Hanson's One Nation,Preference Percent,7.93
NSW,Cook,1,1,37731,CAMERON,Gaye,ON,Pauline Hanson's One Nation,Transfer Count,2767
NSW,Cook,1,1,37731,CAMERON,Gaye,ON,Pauline Hanson's One Nation,Transfer Percent,63.16
NSW,Cook,1,2,36301,DYSON,Catherine,GRN,The Greens,Preference Count,10163
NSW,Cook,1,2,36301,DYSON,Catherine,GRN,The Greens,Preference Percent,10.39
NSW,Cook,1,2,36301,DYSON,Catherine,GRN,The Greens,Transfer Count,478
NSW,Cook,1,2,36301,DYSON,Catherine,GRN,The Greens,Transfer Percent,10.91
NSW,Cook,1,3,37025,MORRISON,Scott,LP,Liberal,Preference Count,55021
NSW,Cook,1,3,37025,MORRISON,Scott,LP,Liberal,Preference Percent,56.25
NSW,Cook,1,3,37025,MORRISON,Scott,LP,Liberal,Transfer Count,699
NSW,Cook,1,3,37025,MORRISON,Scott,LP,Liberal,Transfer Percent,15.96
NSW,Cook,1,4,36694,GUINANE,Jacqueline,UAPP,United Australia Party,Preference Count,0
NSW,Cook,1,4,36694,GUINANE,Jacqueline,UAPP,United Australia Party,Preference Percent,0
NSW,Cook,1,4,36694,GUINANE,Jacqueline,UAPP,United Australia Party,Transfer Count,-4381
NSW,Cook,1,4,36694,GUINANE,Jacqueline,UAPP,United Australia Party,Transfer Percent,-100
NSW,Cook,1,5,36784,EARLE,Simon,ALP,Labor,Preference Count,24881
NSW,Cook,1,5,36784,EARLE,Simon,ALP,Labor,Preference Percent,25.44
NSW,Cook,1,5,36784,EARLE,Simon,ALP,Labor,Transfer Count,437
NSW,Cook,1,5,36784,EARLE,Simon,ALP,Labor,Transfer Percent,9.97
NSW,Cook,2,1,37731,CAMERON,Gaye,ON,Pauline Hanson's One Nation,Preference Count,0
NSW,Cook,2,1,37731,CAMERON,Gaye,ON,Pauline Hanson's One Nation,Preference Percent,0
NSW,Cook,2,1,37731,CAMERON,Gaye,ON,Pauline Hanson's One Nation,Transfer Count,-7752
NSW,Cook,2,1,37731,CAMERON,Gaye,ON,Pauline Hanson's One Nation,Transfer Percent,-100
NSW,Cook,2,2,36301,DYSON,Catherine,GRN,The Greens,Preference Count,12380
NSW,Cook,2,2,36301,DYSON,Catherine,GRN,The Greens,Preference Percent,12.66
NSW,Cook,2,2,36301,DYSON,Catherine,GRN,The Greens,Transfer Count,2217
NSW,Cook,2,2,36301,DYSON,Catherine,GRN,The Greens,Transfer Percent,28.6
NSW,Cook,2,3,37025,MORRISON,Scott,LP,Liberal,Preference Count,58157
NSW,Cook,2,3,37025,MORRISON,Scott,LP,Liberal,Preference Percent,59.45
NSW,Cook,2,3,37025,MORRISON,Scott,LP,Liberal,Transfer Count,3136
NSW,Cook,2,3,37025,MORRISON,Scott,LP,Liberal,Transfer Percent,40.45
NSW,Cook,2,4,36694,GUINANE,Jacqueline,UAPP,United Australia Party,Preference Count,0
NSW,Cook,2,4,36694,GUINANE,Jacqueline,UAPP,United Australia Party,Preference Percent,0
NSW,Cook,2,4,36694,GUINANE,Jacqueline,UAPP,United Australia Party,Transfer Count,0
NSW,Cook,2,4,36694,GUINANE,Jacqueline,UAPP,United Australia Party,Transfer Percent,0
NSW,Cook,2,5,36784,EARLE,Simon,ALP,Labor,Preference Count,27280
NSW,Cook,2,5,36784,EARLE,Simon,ALP,Labor,Preference Percent,27.89
NSW,Cook,2,5,36784,EARLE,Simon,ALP,Labor,Transfer Count,2399
NSW,Cook,2,5,36784,EARLE,Simon,ALP,Labor,Transfer Percent,30.95
NSW,Cook,3,1,37731,CAMERON,Gaye,ON,Pauline Hanson's One Nation,Preference Count,0
NSW,Cook,3,1,37731,CAMERON,Gaye,ON,Pauline Hanson's One Nation,Preference Percent,0
NSW,Cook,3,1,37731,CAMERON,Gaye,ON,Pauline Hanson's One Nation,Transfer Count,0
NSW,Cook,3,1,37731,CAMERON,Gaye,ON,Pauline Hanson's One Nation,Transfer Percent,0
NSW,Cook,3,2,36301,DYSON,Catherine,GRN,The Greens,Preference Count,0
NSW,Cook,3,2,36301,DYSON,Catherine,GRN,The Greens,Preference Percent,0
NSW,Cook,3,2,36301,DYSON,Catherine,GRN,The Greens,Transfer Count,-12380
NSW,Cook,3,2,36301,DYSON,Catherine,GRN,The Greens,Transfer Percent,-100
NSW,Cook,3,3,37025,MORRISON,Scott,LP,Liberal,Preference Count,61080
NSW,Cook,3,3,37025,MORRISON,Scott,LP,Liberal,Preference Percent,62.44
NSW,Cook,3,3,37025,MORRISON,Scott,LP,Liberal,Transfer Count,2923
NSW,Cook,3,3,37025,MORRISON,Scott,LP,Liberal,Transfer Percent,23.61
NSW,Cook,3,4,36694,GUINANE,Jacqueline,UAPP,United Australia Party,Preference Count,0
NSW,Cook,3,4,36694,GUINANE,Jacqueline,UAPP,United Australia Party,Preference Percent,0
NSW,Cook,3,4,36694,GUINANE,Jacqueline,UAPP,United Australia Party,Transfer Count,0
NSW,Cook,3,4,36694,GUINANE,Jacqueline,UAPP,United Australia Party,Transfer Percent,0
NSW,Cook,3,5,36784,EARLE,Simon,ALP,Labor,Preference Count,36737
NSW,Cook,3,5,36784,EARLE,Simon,ALP,Labor,Preference Percent,37.56
NSW,Cook,3,5,36784,EARLE,Simon,ALP,Labor,Transfer Count,9457
NSW,Cook,3,5,36784,EARLE,Simon,ALP,Labor,Transfer Percent,76.39
NSW,Cowper,0,1,37556,ASPIOTIS,Faye,ON,Pauline Hanson's One Nation,Preference Count,9047
NSW,Cowper,0,1,37556,ASPIOTIS,Faye,ON,Pauline Hanson's One Nation,Preference Percent,8.13
NSW,Cowper,0,1,37556,ASPIOTIS,Faye,ON,Pauline Hanson's One Nation,Transfer Count,0
NSW,Cowper,0,1,37556,ASPIOTIS,Faye,ON,Pauline Hanson's One Nation,Transfer Percent,0
NSW,Cowper,0,2,36909,McMULLEN,Keith,ALP,Labor,Preference Count,15566
NSW,Cowper,0,2,36909,McMULLEN,Keith,ALP,Labor,Preference Percent,13.99
NSW,Cowper,0,2,36909,McMULLEN,Keith,ALP,Labor,Transfer Count,0
NSW,Cowper,0,2,36909,McMULLEN,Keith,ALP,Labor,Transfer Percent,0
NSW,Cowper,0,3,36342,CONAGHAN,Pat,NP,The Nationals,Preference Count,43909
NSW,Cowper,0,3,36342,CONAGHAN,Pat,NP,The Nationals,Preference Percent,39.47
NSW,Cowper,0,3,36342,CONAGHAN,Pat,NP,The Nationals,Transfer Count,0
NSW,Cowper,0,3,36342,CONAGHAN,Pat,NP,The Nationals,Transfer Percent,0
NSW,Cowper,0,4,36245,HEISE,Caz,IND,Independent,Preference Count,29206
NSW,Cowper,0,4,36245,HEISE,Caz,IND,Independent,Preference Percent,26.26
NSW,Cowper,0,4,36245,HEISE,Caz,IND,Independent,Transfer Count,0
NSW,Cowper,0,4,36245,HEISE,Caz,IND,Independent,Transfer Percent,0
NSW,Cowper,0,5,36662,CHASELING,Simon,LDP,Liberal Democrats,Preference Count,4316
NSW,Cowper,0,5,36662,CHASELING,Simon,LDP,Liberal Democrats,Preference Percent,3.88
NSW,Cowper,0,5,36662,CHASELING,Simon,LDP,Liberal Democrats,Transfer Count,0
NSW,Cowper,0,5,36662,CHASELING,Simon,LDP,Liberal Democrats,Transfer Percent,0
NSW,Cowper,0,6,36259,FAIRHALL,Joshua Stephen,UAPP,United Australia Party,Preference Count,2674
NSW,Cowper,0,6,36259,FAIRHALL,Joshua Stephen,UAPP,United Australia Party,Preference Percent,2.4
NSW,Cowper,0,6,36259,FAIRHALL,Joshua Stephen,UAPP,United Australia Party,Transfer Count,0
NSW,Cowper,0,6,36259,FAIRHALL,Joshua Stephen,UAPP,United Australia Party,Transfer Percent,0
NSW,Cowper,0,7,36322,NOTT,Timothy,GRN,The Greens,Preference Count,6518
NSW,Cowper,0,7,36322,NOTT,Timothy,GRN,The Greens,Preference Percent,5.86
NSW,Cowper,0,7,36322,NOTT,Timothy,GRN,The Greens,Transfer Count,0
NSW,Cowper,0,7,36322,NOTT,Timothy,GRN,The Greens,Transfer Percent,0
NSW,Cowper,1,1,37556,ASPIOTIS,Faye,ON,Pauline Hanson's One Nation,Preference Count,10216
NSW,Cowper,1,1,37556,ASPIOTIS,Faye,ON,Pauline Hanson's One Nation,Preference Percent,9.18
NSW,Cowper,1,1,37556,ASPIOTIS,Faye,ON,Pauline Hanson's One Nation,Transfer Count,1169
NSW,Cowper,1,1,37556,ASPIOTIS,Faye,ON,Pauline Hanson's One Nation,Transfer Percent,43.72
NSW,Cowper,1,2,36909,McMULLEN,Keith,ALP,Labor,Preference Count,15722
NSW,Cowper,1,2,36909,McMULLEN,Keith,ALP,Labor,Preference Percent,14.13
NSW,Cowper,1,2,36909,McMULLEN,Keith,ALP,Labor,Transfer Count,156
NSW,Cowper,1,2,36909,McMULLEN,Keith,ALP,Labor,Transfer Percent,5.83
NSW,Cowper,1,3,36342,CONAGHAN,Pat,NP,The Nationals,Preference Count,44192
NSW,Cowper,1,3,36342,CONAGHAN,Pat,NP,The Nationals,Preference Percent,39.73
NSW,Cowper,1,3,36342,CONAGHAN,Pat,NP,The Nationals,Transfer Count,283
NSW,Cowper,1,3,36342,CONAGHAN,Pat,NP,The Nationals,Transfer Percent,10.58
NSW,Cowper,1,4,36245,HEISE,Caz,IND,Independent,Preference Count,29559
NSW,Cowper,1,4,36245,HEISE,Caz,IND,Independent,Preference Percent,26.57
NSW,Cowper,1,4,36245,HEISE,Caz,IND,Independent,Transfer Count,353
NSW,Cowper,1,4,36245,HEISE,Caz,IND,Independent,Transfer Percent,13.2
NSW,Cowper,1,5,36662,CHASELING,Simon,LDP,Liberal Democrats,Preference Count,4778
NSW,Cowper,1,5,36662,CHASELING,Simon,LDP,Liberal Democrats,Preference Percent,4.3
NSW,Cowper,1,5,36662,CHASELING,Simon,LDP,Liberal Democrats,Transfer Count,462
NSW,Cowper,1,5,36662,CHASELING,Simon,LDP,Liberal Democrats,Transfer Percent,17.28
NSW,Cowper,1,6,36259,FAIRHALL,Joshua Stephen,UAPP,United Australia Party,Preference Count,0
NSW,Cowper,1,6,36259,FAIRHALL,Joshua Stephen,UAPP,United Australia Party,Preference Percent,0
NSW,Cowper,1,6,36259,FAIRHALL,Joshua Stephen,UAPP,United Australia Party,Transfer Count,-2674
NSW,Cowper,1,6,36259,FAIRHALL,Joshua Stephen,UAPP,United Australia Party,Transfer Percent,-100
NSW,Cowper,1,7,36322,NOTT,Timothy,GRN,The Greens,Preference Count,6769
NSW,Cowper,1,7,36322,NOTT,Timothy,GRN,The Greens,Preference Percent,6.09
NSW,Cowper,1,7,36322,NOTT,Timothy,GRN,The Greens,Transfer Count,251
NSW,Cowper,1,7,36322,NOTT,Timothy,GRN,The Greens,Transfer Percent,9.39
NSW,Cowper,2,1,37556,ASPIOTIS,Faye,ON,Pauline Hanson's One Nation,Preference Count,11677
NSW,Cowper,2,1,37556,ASPIOTIS,Faye,ON,Pauline Hanson's One Nation,Preference Percent,10.5
NSW,Cowper,2,1,37556,ASPIOTIS,Faye,ON,Pauline Hanson's One Nation,Transfer Count,1461
NSW,Cowper,2,1,37556,ASPIOTIS,Faye,ON,Pauline Hanson's One Nation,Transfer Percent,30.58
NSW,Cowper,2,2,36909,McMULLEN,Keith,ALP,Labor,Preference Count,16122
NSW,Cowper,2,2,36909,McMULLEN,Keith,ALP,Labor,Preference Percent,14.49
NSW,Cowper,2,2,36909,McMULLEN,Keith,ALP,Labor,Transfer Count,400
NSW,Cowper,2,2,36909,McMULLEN,Keith,ALP,Labor,Transfer Percent,8.37
NSW,Cowper,2,3,36342,CONAGHAN,Pat,NP,The Nationals,Preference Count,45956
NSW,Cowper,2,3,36342,CONAGHAN,Pat,NP,The Nationals,Preference Percent,41.31
NSW,Cowper,2,3,36342,CONAGHAN,Pat,NP,The Nationals,Transfer Count,1764
NSW,Cowper,2,3,36342,CONAGHAN,Pat,NP,The Nationals,Transfer Percent,36.92
NSW,Cowper,2,4,36245,HEISE,Caz,IND,Independent,Preference Count,30358
NSW,Cowper,2,4,36245,HEISE,Caz,IND,Independent,Preference Percent,27.29
NSW,Cowper,2,4,36245,HEISE,Caz,IND,Independent,Transfer Count,799
NSW,Cowper,2,4,36245,HEISE,Caz,IND,Independent,Transfer Percent,16.72
NSW,Cowper,2,5,36662,CHASELING,Simon,LDP,Liberal Democrats,Preference Count,0
NSW,Cowper,2,5,36662,CHASELING,Simon,LDP,Liberal Democrats,Preference Percent,0
NSW,Cowper,2,5,36662,CHASELING,Simon,LDP,Liberal Democrats,Transfer Count,-4778
NSW,Cowper,2,5,36662,CHASELING,Simon,LDP,Liberal Democrats,Transfer Percent,-100
