ID1,ID2,Number
GAP,IND,272
GAP,LP,124
GAP,GVIC,88
GAP,ON,287
GAP,UAPP,225
CYA,ALP,1337
CYA,IND,747
CYA,LP,162
CYA,GVIC,130
CYA,ON,242
CYA,UAPP,227
ON,ALP,591
ON,IND,1058
ON,LP,620
ON,GVIC,362
ON,UAPP,2968
GVIC,ALP,5818
GVIC,IND,1652
GVIC,LP,804
GVIC,UAPP,766
UAPP,ALP,1772
UAPP,IND,5117
UAPP,LP,3646
CYA,LDP,156
CYA,UAPP,98
CYA,AJP,44
CYA,LP,52
CYA,REAS,49
CYA,ALP,55
CYA,GVIC,61
AJP,LDP,67
AJP,UAPP,136
AJP,LP,162
AJP,REAS,182
AJP,ALP,268
AJP,GVIC,524
REAS,LDP,130
REAS,UAPP,103
REAS,LP,155
REAS,ALP,392
REAS,GVIC,909
UAPP,LDP,1167
UAPP,LP,522
UAPP,ALP,178
UAPP,GVIC,387
LDP,LP,2997
LDP,ALP,590
LDP,GVIC,581
CYA,IND,114
CYA,ALP,85
CYA,UAPP,109
CYA,ON,196
CYA,LDP,108
CYA,GVIC,59
CYA,LP,59
LDP,IND,148
LDP,ALP,263
LDP,UAPP,618
LDP,ON,517
LDP,GVIC,235
LDP,LP,750
IND,ALP,1076
IND,UAPP,556
IND,ON,409
IND,GVIC,476
IND,LP,418
ON,ALP,728
ON,UAPP,3420
ON,GVIC,557
ON,LP,712
GVIC,ALP,5799
GVIC,UAPP,1576
GVIC,LP,1535
ON,LDP,728
ON,ALP,248
ON,GVIC,223
ON,UAPP,1377
ON,LP,350
UAPP,LDP,3296
UAPP,ALP,1241
UAPP,GVIC,1391
UAPP,LP,1318
LDP,ALP,2906
LDP,GVIC,1580
LDP,LP,6129
DHJP,AJP,152
DHJP,IND,251
DHJP,UAPP,118
DHJP,ON,272
DHJP,GVIC,54
DHJP,NP,58
DHJP,ALP,65
DHJP,LDP,22
DHJP,LP,82
AJP,IND,837
AJP,UAPP,183
AJP,ON,246
AJP,GVIC,316
AJP,NP,54
AJP,ALP,125
AJP,LDP,41
AJP,LP,99
LDP,IND,249
LDP,UAPP,470
LDP,ON,793
LDP,GVIC,45
LDP,NP,137
LDP,ALP,84
LDP,LP,585
UAPP,IND,480
UAPP,ON,2143
UAPP,GVIC,116
UAPP,NP,204
UAPP,ALP,123
UAPP,LP,263
GVIC,IND,2277
GVIC,ON,247
GVIC,NP,265
GVIC,ALP,1135
GVIC,LP,233
NP,IND,647
NP,ON,450
NP,ALP,337
NP,LP,3138
ON,IND,4794
ON,ALP,1198
ON,LP,3525
AJP,ON,179
AJP,ALP,357
AJP,LDP,131
AJP,LP,186
AJP,GVIC,1127
AJP,UAPP,279
ON,ALP,708
ON,LDP,776
ON,LP,353
ON,GVIC,204
ON,UAPP,1268
LDP,ALP,789
LDP,LP,1778
LDP,GVIC,445
LDP,UAPP,2680
UAPP,ALP,1589
UAPP,LP,5249
UAPP,GVIC,2244
CYA,ALP,129
CYA,UAPP,132
CYA,IND,124
CYA,LDP,137
CYA,GVIC,64
CYA,ON,103
CYA,LP,75
ON,ALP,194
ON,UAPP,1030
ON,IND,234
ON,LDP,468
ON,GVIC,137
ON,LP,314
IND,ALP,945
IND,UAPP,498
IND,LDP,395
IND,GVIC,1295
IND,LP,375
LDP,ALP,422
LDP,UAPP,2630
LDP,GVIC,382
LDP,LP,1326
UAPP,ALP,2270
UAPP,GVIC,1549
UAPP,LP,3964
AUVA,IND,17
AUVA,UAPP,11
AUVA,LDP,15
AUVA,DHJP,7
AUVA,ON,15
AUVA,IND,9
AUVA,LP,28
AUVA,ALP,10
AUVA,AJP,11
AUVA,GVIC,29
DHJP,IND,35
DHJP,UAPP,11
DHJP,LDP,18
DHJP,ON,25
DHJP,IND,10
DHJP,LP,35
DHJP,ALP,20
DHJP,AJP,21
DHJP,GVIC,9
IND,IND,101
IND,UAPP,20
IND,LDP,22
IND,ON,23
IND,LP,56
IND,ALP,24
IND,AJP,19
IND,GVIC,19
AJP,IND,131
AJP,UAPP,21
AJP,LDP,31
AJP,ON,19
AJP,LP,49
AJP,ALP,52
AJP,GVIC,248
ON,IND,76
ON,UAPP,312
ON,LDP,271
ON,LP,111
ON,ALP,28
ON,GVIC,25
UAPP,IND,247
UAPP,LDP,709
UAPP,LP,297
UAPP,ALP,58
UAPP,GVIC,75
LDP,IND,549
LDP,LP,1258
LDP,ALP,226
LDP,GVIC,113
GVIC,IND,4725
GVIC,LP,561
GVIC,ALP,1693
CYA,LP,110
CYA,ON,175
CYA,GVIC,81
CYA,UAPP,118
CYA,ALP,89
CYA,LDP,166
CYA,AJP,151
LDP,LP,349
LDP,ON,613
LDP,GVIC,78
LDP,UAPP,737
LDP,ALP,127
LDP,AJP,173
AJP,LP,382
AJP,ON,389
AJP,GVIC,931
AJP,UAPP,466
AJP,ALP,606
ON,LP,1026
ON,GVIC,571
ON,UAPP,3648
ON,ALP,487
UAPP,LP,6422
UAPP,GVIC,2649
UAPP,ALP,2080
CYA,IND,95
CYA,VNS,52
CYA,UAPP,110
CYA,ALP,143
CYA,LDP,197
CYA,ON,175
CYA,GVIC,82
CYA,LP,97
VNS,IND,230
VNS,UAPP,167
VNS,ALP,327
VNS,LDP,69
VNS,ON,60
VNS,GVIC,600
VNS,LP,81
IND,UAPP,991
IND,ALP,676
IND,LDP,253
IND,ON,211
IND,GVIC,440
IND,LP,289
LDP,UAPP,1205
LDP,ALP,663
LDP,ON,696
LDP,GVIC,341
LDP,LP,1017
ON,UAPP,2595
ON,ALP,701
ON,GVIC,667
ON,LP,668
GVIC,UAPP,1580
GVIC,ALP,7847
GVIC,LP,1895
ON,IND,188
ON,LP,142
ON,ALP,64
ON,LDP,302
ON,AJP,69
ON,GVIC,54
ON,UAPP,530
AJP,IND,197
AJP,LP,138
AJP,ALP,361
AJP,LDP,84
AJP,GVIC,882
AJP,UAPP,131
IND,LP,602
IND,ALP,432
IND,LDP,297
IND,GVIC,519
IND,UAPP,370
LDP,LP,691
LDP,ALP,232
LDP,GVIC,263
LDP,UAPP,1443
UAPP,LP,2778
UAPP,ALP,508
UAPP,GVIC,1250
CEC,NP,130
CEC,IND,160
CEC,IND,142
CEC,ALP,116
CEC,GVIC,65
CEC,UAPP,113
CEC,ON,96
IND,NP,382
IND,IND,1257
IND,ALP,295
IND,GVIC,146
IND,UAPP,119
IND,ON,139
GVIC,NP,651
GVIC,IND,1439
GVIC,ALP,2964
GVIC,UAPP,369
GVIC,ON,251
ON,NP,1737
ON,IND,1509
ON,ALP,715
ON,UAPP,3426
UAPP,NP,4396
UAPP,IND,6691
UAPP,ALP,2211
CYA,GAP,142
CYA,VNS,33
CYA,ALP,71
CYA,ON,48
CYA,UAPP,45
CYA,LP,54
CYA,GVIC,85
CYA,LDP,112
VNS,GAP,145
VNS,ALP,308
VNS,ON,55
VNS,UAPP,51
VNS,LP,62
VNS,GVIC,1224
VNS,LDP,25
GAP,ALP,581
GAP,ON,482
GAP,UAPP,469
GAP,LP,122
GAP,GVIC,114
GAP,LDP,260
ON,ALP,357
ON,UAPP,1328
ON,LP,351
ON,GVIC,214
ON,LDP,562
LDP,ALP,352
LDP,UAPP,2596
LDP,LP,1147
LDP,GVIC,441
UAPP,ALP,1229
UAPP,LP,5229
UAPP,GVIC,1464
CYA,GVIC,206
CYA,UAPP,271
CYA,ON,623
CYA,LDP,345
CYA,LP,138
CYA,ALP,138
LDP,GVIC,199
LDP,UAPP,726
LDP,ON,895
LDP,LP,887
LDP,ALP,217
UAPP,GVIC,884
UAPP,ON,3573
UAPP,LP,1411
UAPP,ALP,603
ON,GVIC,2647
ON,LP,5909
ON,ALP,1922
ON,UAPP,335
ON,ALP,42
ON,GVIC,35
ON,LP,102
ON,LDP,241
ON,IND,73
ON,AJP,85
ON,VNS,24
IND,UAPP,144
IND,ALP,173
IND,GVIC,269
IND,LP,141
IND,LDP,189
IND,AJP,154
IND,VNS,97
AJP,UAPP,99
AJP,ALP,197
AJP,GVIC,691
AJP,LP,122
AJP,LDP,81
AJP,VNS,365
LDP,UAPP,985
LDP,ALP,165
LDP,GVIC,188
LDP,LP,659
LDP,VNS,110
UAPP,ALP,678
UAPP,GVIC,360
UAPP,LP,1387
UAPP,VNS,847
VNS,ALP,627
VNS,GVIC,3310
VNS,LP,662
CYA,ALP,173
CYA,LDP,277
CYA,ON,163
CYA,LP,126
CYA,GVIC,112
CYA,UAPP,117
ON,ALP,187
ON,LDP,647
ON,LP,315
ON,GVIC,199
ON,UAPP,1127
LDP,ALP,557
LDP,LP,1282
LDP,GVIC,314
LDP,UAPP,2417
UAPP,ALP,1847
UAPP,LP,3910
UAPP,GVIC,1547
CYA,GVIC,58
CYA,LP,68
CYA,IND,112
CYA,ON,199
CYA,ALP,55
CYA,LDP,124
CYA,UAPP,58
LDP,GVIC,105
LDP,LP,757
LDP,IND,342
LDP,ON,1083
LDP,ALP,209
LDP,UAPP,1176
UAPP,GVIC,252
UAPP,LP,905
UAPP,IND,577
UAPP,ON,2956
UAPP,ALP,535
GVIC,LP,1156
GVIC,IND,2906
GVIC,ON,458
GVIC,ALP,5428
ON,LP,4360
ON,IND,6102
ON,ALP,1523
CYA,LDP,42
CYA,NP,19
CYA,ON,81
CYA,ALP,15
CYA,CEC,21
CYA,UAPP,27
CYA,GVIC,18
CYA,SOPA,33
CYA,LP,34
CYA,IND,77
CEC,LDP,43
CEC,NP,38
CEC,ON,85
CEC,ALP,58
CEC,UAPP,52
CEC,GVIC,27
CEC,SOPA,33
CEC,LP,15
CEC,IND,47
SOPA,LDP,35
SOPA,NP,40
SOPA,ON,66
SOPA,ALP,81
SOPA,UAPP,46
SOPA,GVIC,210
SOPA,LP,45
SOPA,IND,196
GVIC,LDP,95
GVIC,NP,181
GVIC,ON,156
GVIC,ALP,1261
GVIC,UAPP,178
GVIC,LP,205
GVIC,IND,1237
LDP,NP,1324
LDP,ON,822
LDP,ALP,259
LDP,UAPP,269
LDP,LP,637
LDP,IND,270
UAPP,NP,629
UAPP,ON,2317
UAPP,ALP,453
UAPP,LP,386
UAPP,IND,608
ON,NP,3755
ON,ALP,924
ON,LP,1563
ON,IND,3504
ALP,NP,3313
ALP,LP,1798
ALP,IND,8910
VNS,GVIC,1213
VNS,ON,151
VNS,LDP,98
VNS,ALP,423
VNS,UAPP,279
VNS,LP,305
LDP,GVIC,289
LDP,ON,1019
LDP,ALP,545
LDP,UAPP,678
LDP,LP,989
ON,GVIC,1005
ON,ALP,954
ON,UAPP,4345
ON,LP,773
GVIC,ALP,9198
GVIC,UAPP,1994
GVIC,LP,1268
LDP,IND,168
LDP,LP,432
LDP,ON,378
LDP,GVIC,71
LDP,IND,195
LDP,UAPP,546
LDP,ALP,183
IND,LP,638
IND,ON,454
IND,GVIC,150
IND,IND,736
IND,UAPP,382
IND,ALP,154
ON,LP,818
ON,GVIC,243
ON,IND,923
ON,UAPP,1838
ON,ALP,285
UAPP,LP,2486
UAPP,GVIC,330
UAPP,IND,2448
UAPP,ALP,810
GVIC,LP,773
GVIC,IND,4073
GVIC,ALP,2392
CYA,LP,102
CYA,ON,253
CYA,VNS,82
CYA,SAL,72
CYA,UAPP,137
CYA,ALP,69
CYA,AJP,47
CYA,GVIC,27
AJP,LP,122
AJP,ON,108
AJP,VNS,151
AJP,SAL,165
AJP,UAPP,117
AJP,ALP,329
AJP,GVIC,735
ON,LP,418
ON,VNS,212
ON,SAL,150
ON,UAPP,1810
ON,ALP,208
ON,GVIC,117
VNS,LP,170
VNS,SAL,1705
VNS,UAPP,126
VNS,ALP,266
VNS,GVIC,892
SAL,LP,248
SAL,UAPP,517
SAL,ALP,938
SAL,GVIC,3485
UAPP,LP,3007
UAPP,ALP,1607
UAPP,GVIC,1445
CYA,ALP,92
CYA,LP,69
CYA,UAPP,73
CYA,GRN,41
CYA,AUC,42
CYA,WAP,64
CYA,LDP,35
CYA,GAP,129
CYA,ON,53
LDP,ALP,146
LDP,LP,268
LDP,UAPP,125
LDP,GRN,75
LDP,AUC,49
LDP,WAP,116
LDP,GAP,114
LDP,ON,216
GAP,ALP,85
GAP,LP,36
GAP,UAPP,368
GAP,GRN,69
GAP,AUC,146
GAP,WAP,297
GAP,ON,732
AUC,ALP,252
AUC,LP,667
AUC,UAPP,547
AUC,GRN,168
AUC,WAP,242
AUC,ON,451
WAP,ALP,856
WAP,LP,522
WAP,UAPP,401
WAP,GRN,690
WAP,ON,842
UAPP,ALP,459
UAPP,LP,836
UAPP,GRN,451
UAPP,ON,2479
ON,ALP,2201
ON,LP,3742
ON,GRN,3969
CYA,ON,817
CYA,UAPP,255
CYA,GRN,125
CYA,WAP,190
CYA,LP,72
CYA,AUC,150
CYA,ALP,132
UAPP,ON,1254
UAPP,GRN,274
UAPP,WAP,356
UAPP,LP,219
UAPP,AUC,268
UAPP,ALP,158
WAP,ON,724
WAP,GRN,651
WAP,LP,524
WAP,AUC,337
WAP,ALP,700
AUC,ON,1109
AUC,GRN,314
AUC,LP,2119
AUC,ALP,641
ON,GRN,3542
ON,LP,3229
ON,ALP,1569
CYA,LP,25
CYA,ALP,26
CYA,ON,100
CYA,UAPP,66
CYA,WAP,67
CYA,IMO,222
CYA,GRN,25
CYA,IND,46
CYA,AUC,19
CYA,LDP,32
LDP,LP,173
LDP,ALP,38
LDP,ON,125
LDP,UAPP,98
LDP,WAP,69
LDP,IMO,54
LDP,GRN,43
LDP,IND,69
LDP,AUC,112
IMO,LP,41
IMO,ALP,58
IMO,ON,218
IMO,UAPP,149
IMO,WAP,142
IMO,GRN,96
IMO,IND,248
IMO,AUC,109
AUC,LP,1148
AUC,ALP,75
AUC,ON,246
AUC,UAPP,94
AUC,WAP,92
AUC,GRN,61
AUC,IND,213
IND,LP,176
IND,ALP,161
IND,ON,433
IND,UAPP,582
IND,WAP,512
IND,GRN,420
WAP,LP,607
WAP,ALP,617
WAP,ON,722
WAP,UAPP,546
WAP,GRN,592
UAPP,LP,396
UAPP,ALP,228
UAPP,ON,2898
UAPP,GRN,451
ON,LP,3577
ON,ALP,1689
ON,GRN,3691
LDP,ALP,175
LDP,GRN,63
LDP,AUC,40
LDP,CYA,69
LDP,ON,180
LDP,WAP,150
LDP,UAPP,107
LDP,LP,260
LDP,AJP,36
CYA,ALP,89
CYA,GRN,62
CYA,AUC,230
CYA,ON,323
CYA,WAP,147
CYA,UAPP,193
CYA,LP,72
CYA,AJP,78
AJP,ALP,308
AJP,GRN,597
AJP,AUC,97
AJP,ON,144
AJP,WAP,355
AJP,UAPP,133
AJP,LP,255
AUC,ALP,286
AUC,GRN,243
AUC,ON,446
AUC,WAP,199
AUC,UAPP,208
AUC,LP,844
WAP,ALP,582
WAP,GRN,514
WAP,ON,495
WAP,UAPP,473
WAP,LP,501
UAPP,ALP,324
UAPP,GRN,466
UAPP,ON,2102
UAPP,LP,645
ON,ALP,1014
ON,GRN,2487
ON,LP,3028
CYA,UAPP,197
CYA,WAP,113
CYA,LP,52
CYA,ON,294
CYA,IND,68
CYA,ALP,13
CYA,GRN,26
WAP,UAPP,199
WAP,LP,390
WAP,ON,134
WAP,IND,320
WAP,ALP,186
WAP,GRN,127
ON,UAPP,1093
ON,LP,232
ON,IND,249
ON,ALP,83
ON,GRN,81
UAPP,LP,1509
UAPP,IND,1335
UAPP,ALP,211
UAPP,GRN,262
GRN,LP,870
GRN,IND,5978
GRN,ALP,4537
CYA,LP,567
CYA,GAP,419
CYA,WAP,126
CYA,ALP,69
CYA,ON,92
CYA,NP,54
CYA,GRN,36
CYA,UAPP,90
UAPP,LP,223
UAPP,GAP,294
UAPP,WAP,194
UAPP,ALP,121
UAPP,ON,994
UAPP,NP,206
UAPP,GRN,287
WAP,LP,449
WAP,GAP,694
WAP,ALP,541
WAP,ON,450
WAP,NP,329
WAP,GRN,340
GAP,LP,449
GAP,ALP,425
GAP,ON,2531
GAP,NP,388
GAP,GRN,352
GRN,LP,1144
GRN,ALP,5656
GRN,ON,842
GRN,NP,1830
ON,LP,2459
ON,ALP,1618
ON,NP,7006
CYA,UAPP,129
CYA,LDP,75
CYA,GRN,135
CYA,WAP,131
CYA,GAP,447
CYA,ALP,41
CYA,ON,140
CYA,LP,54
LDP,UAPP,336
LDP,GRN,203
LDP,WAP,188
LDP,GAP,119
LDP,ALP,137
LDP,ON,212
LDP,LP,457
WAP,UAPP,281
WAP,GRN,439
WAP,GAP,618
WAP,ALP,424
WAP,ON,293
WAP,LP,394
UAPP,GRN,871
UAPP,GAP,692
UAPP,ALP,177
UAPP,ON,1127
UAPP,LP,305
GAP,GRN,671
GAP,ALP,454
GAP,ON,3314
GAP,LP,344
ON,GRN,3251
ON,ALP,1870
ON,LP,4985
SAL,GAP,87
SAL,CYA,58
SAL,ALP,222
SAL,UAPP,17
SAL,LP,17
SAL,GRN,707
SAL,LDP,12
SAL,WAP,46
SAL,ON,18
LDP,GAP,64
LDP,CYA,85
LDP,ALP,164
LDP,UAPP,147
LDP,LP,324
LDP,GRN,143
LDP,WAP,171
LDP,ON,165
CYA,GAP,665
CYA,ALP,156
CYA,UAPP,140
CYA,LP,96
CYA,GRN,160
CYA,WAP,129
CYA,ON,164
UAPP,GAP,313
UAPP,ALP,186
UAPP,LP,250
UAPP,GRN,168
UAPP,WAP,204
UAPP,ON,1183
WAP,GAP,607
WAP,ALP,610
WAP,LP,465
WAP,GRN,566
WAP,ON,550
GAP,ALP,1076
GAP,LP,549
GAP,GRN,560
GAP,ON,1844
ON,ALP,1316
ON,LP,3213
ON,GRN,2455
LDP,IND,93
LDP,GRN,53
LDP,UAPP,175
LDP,WAP,95
LDP,ON,200
LDP,LP,315
LDP,CYA,124
LDP,ALP,225
CYA,IND,209
CYA,GRN,200
CYA,UAPP,309
CYA,WAP,219
CYA,ON,517
CYA,LP,166
CYA,ALP,243
WAP,IND,633
WAP,GRN,409
WAP,UAPP,318
WAP,ON,425
WAP,LP,523
WAP,ALP,567
UAPP,IND,519
UAPP,GRN,401
UAPP,ON,2231
UAPP,LP,395
UAPP,ALP,229
IND,GRN,2303
IND,ON,1137
IND,LP,540
IND,ALP,792
ON,GRN,3115
ON,LP,3662
ON,ALP,1516
CYA,GAP,257
CYA,WAP,96
CYA,ALP,19
CYA,GRN,40
CYA,LP,66
CYA,ON,144
CYA,UAPP,170
GAP,WAP,808
GAP,ALP,135
GAP,GRN,108
GAP,LP,112
GAP,ON,600
GAP,UAPP,420
UAPP,WAP,456
UAPP,ALP,114
UAPP,GRN,192
UAPP,LP,295
UAPP,ON,1875
WAP,ALP,1412
WAP,GRN,961
WAP,LP,1029
WAP,ON,1053
ON,ALP,1137
ON,GRN,2332
ON,LP,3744
CYA,ON,166
CYA,ALP,78
CYA,GRN,134
CYA,WAP,163
CYA,AUC,101
CYA,UAPP,97
CYA,GAP,542
CYA,LP,67
UAPP,ON,782
UAPP,ALP,104
UAPP,GRN,85
UAPP,WAP,139
UAPP,AUC,123
UAPP,GAP,381
UAPP,LP,205
WAP,ON,448
WAP,ALP,417
WAP,GRN,456
WAP,AUC,222
WAP,GAP,629
WAP,LP,496
AUC,ON,681
AUC,ALP,219
AUC,GRN,170
AUC,GAP,508
AUC,LP,1647
GAP,ON,2813
GAP,ALP,298
GAP,GRN,609
GAP,LP,677
ON,ALP,3231
ON,GRN,3478
ON,LP,5014
CYA,GAP,188
CYA,GRN,47
CYA,LDP,37
CYA,ALP,27
CYA,UAPP,36
CYA,WAP,65
CYA,ON,117
CYA,LP,51
CYA,AUC,116
LDP,GAP,134
LDP,GRN,199
LDP,ALP,287
LDP,UAPP,146
LDP,WAP,151
LDP,ON,190
LDP,LP,428
LDP,AUC,50
AUC,GAP,105
AUC,GRN,131
AUC,ALP,177
AUC,UAPP,158
AUC,WAP,172
AUC,ON,459
AUC,LP,1061
GAP,GRN,761
GAP,ALP,162
GAP,UAPP,552
GAP,WAP,368
GAP,ON,687
GAP,LP,57
WAP,GRN,659
WAP,ALP,634
WAP,UAPP,440
WAP,ON,667
WAP,LP,562
UAPP,GRN,518
UAPP,ALP,383
UAPP,ON,2574
UAPP,LP,391
ON,GRN,3203
ON,ALP,1577
ON,LP,4209
GAP,ON,131
GAP,AUC,65
GAP,WAP,109
GAP,AJP,36
GAP,ALP,35
GAP,LDP,19
GAP,UAPP,91
GAP,GRN,15
GAP,LP,23
GAP,CYA,178
CYA,ON,152
CYA,AUC,75
CYA,WAP,74
CYA,AJP,71
CYA,ALP,38
CYA,LDP,198
CYA,UAPP,125
CYA,GRN,71
CYA,LP,84
LDP,ON,217
LDP,AUC,143
LDP,WAP,127
LDP,AJP,69
LDP,ALP,258
LDP,UAPP,204
LDP,GRN,145
LDP,LP,461
AJP,ON,131
AJP,AUC,72
AJP,WAP,349
AJP,ALP,281
AJP,UAPP,88
AJP,GRN,672
AJP,LP,118
AUC,ON,476
AUC,WAP,260
AUC,ALP,187
AUC,UAPP,292
AUC,GRN,113
AUC,LP,541
UAPP,ON,1324
UAPP,WAP,471
UAPP,ALP,138
UAPP,GRN,252
UAPP,LP,220
WAP,ON,909
WAP,ALP,887
WAP,GRN,674
WAP,LP,798
ON,ALP,1669
ON,GRN,1871
ON,LP,2549
CYA,UAPP,104
CYA,LDP,135
CYA,AJP,59
CYA,ALP,64
CYA,WAP,119
CYA,ON,152
CYA,LP,22
CYA,GRN,32
CYA,AUC,105
LDP,UAPP,301
LDP,AJP,198
LDP,ALP,294
LDP,WAP,228
LDP,ON,248
LDP,LP,523
LDP,GRN,107
LDP,AUC,57
AUC,UAPP,441
AUC,AJP,96
AUC,ALP,205
AUC,WAP,148
AUC,ON,323
AUC,LP,645
AUC,GRN,234
WAP,UAPP,241
WAP,AJP,426
WAP,ALP,550
WAP,ON,423
WAP,LP,558
WAP,GRN,356
AJP,UAPP,430
AJP,ALP,714
AJP,ON,343
AJP,LP,312
AJP,GRN,1194
ON,UAPP,2242
ON,ALP,489
ON,LP,743
ON,GRN,559
UAPP,ALP,1776
UAPP,LP,2782
UAPP,GRN,1838
CYA,ON,185
CYA,WAP,129
CYA,AUC,114
CYA,UAPP,125
CYA,ALP,83
CYA,LP,101
CYA,LDP,212
CYA,GRN,79
LDP,ON,249
LDP,WAP,155
LDP,AUC,80
LDP,UAPP,231
LDP,ALP,109
LDP,LP,336
LDP,GRN,162
UAPP,ON,1146
UAPP,WAP,254
UAPP,AUC,199
UAPP,ALP,126
UAPP,LP,216
UAPP,GRN,136
WAP,ON,568
WAP,AUC,330
WAP,ALP,665
WAP,LP,594
WAP,GRN,477
AUC,ON,953
AUC,ALP,445
AUC,LP,1545
AUC,GRN,261
ON,ALP,1286
ON,LP,2572
ON,GRN,1531
